"kd_jenis_prw";"nm_perawatan";"kd_kategori";"material";"bhp";"tarif_tindakandr";"tarif_tindakanpr";"kso";"menejemen";"total_byrdr";"total_byrpr";"total_byrdrpr";"kd_pj";"kd_poli";"status"
"C585";"Trakeostomi Tanpa penyulit Oleh Dokter Spesialis";"-";"125000";"0";"375000";"0";"0";"0";"500000";"0";"0";"A38";"U0009";"1"
"C586";"Trakeostomi Tanpa penyulit Oleh Dokter Umum";"-";"125000";"0";"275000";"0";"0";"0";"400000";"0";"0";"A38";"U0009";"1"
"C587";"Vaginal Swab/Apusan Vagina Oleh Dokter Spesialis";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C588";"Vaginal Toucher Oleh Bidan";"-";"5000";"0";"0";"5000";"0";"0";"0";"10000";"0";"A38";"U0009";"1"
"C589";"Vaginal Toucher Oleh Dokter Spesialis";"-";"5000";"0";"50000";"0";"0";"0";"55000";"0";"0";"A38";"U0009";"1"
"C590";"Vaginal Toucher Oleh Dokter Umum";"-";"5000";"0";"20000";"0";"0";"0";"25000";"0";"0";"A38";"U0009";"1"
"C591";"Visum Et Reperteum Pasien Hidup IGD Oleh Dokter Umum";"-";"35000";"0";"45000";"0";"0";"0";"80000";"0";"0";"A38";"U0009";"1"
"C592";"Visum Et Reperteum Pasien Mati (Pem. Luar) IGD Oleh Dokter Umum";"-";"55000";"0";"75000";"0";"0";"0";"130000";"0";"0";"A38";"U0009";"1"
"C593";"Washen/Memandikan Kelas I Oleh Bidan";"-";"22500";"0";"0";"17500";"0";"0";"0";"40000";"0";"A38";"U0009";"1"
"C594";"Washen/Memandikan Kelas I Oleh Perawat";"-";"22500";"0";"0";"17500";"0";"0";"0";"40000";"0";"A38";"U0009";"1"
"C595";"Washen/Memandikan Kelas II Oleh Bidan";"-";"20000";"0";"0";"15000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C596";"Washen/Memandikan Kelas II Oleh Perawat";"-";"20000";"0";"0";"15000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C597";"Washen/Memandikan Kelas III Oleh Bidan";"-";"15000";"0";"0";"12500";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C598";"Washen/Memandikan Kelas III Oleh Perawat";"-";"15000";"0";"0";"12500";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C599";"Washen/Memandikan Kelas VIP Oleh Bidan";"-";"25000";"0";"0";"20000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C600";"Washen/Memandikan Kelas VIP Oleh Perawat";"-";"25000";"0";"0";"20000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C689";"Foto Therapy 1 Jam Oleh Bidan";"-";"12500";"0";"0";"5000";"0";"0";"0";"17500";"0";"A38";"U0009";"1"
"C690";"Foto Therapy 1 Jam Oleh Perawat";"-";"12500";"0";"0";"5000";"0";"0";"0";"17500";"0";"A38";"U0009";"1"
"C691";"Foto Therapy 2 Jam Oleh Bidan";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C692";"Foto Therapy 2 Jam Oleh Perawat";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C693";"Foto Therapy 3 Jam Oleh Bidan";"-";"37500";"0";"0";"15000";"0";"0";"0";"52500";"0";"A38";"U0009";"1"
"C694";"Foto Therapy 3 Jam Oleh Perawat";"-";"37500";"0";"0";"15000";"0";"0";"0";"52500";"0";"A38";"U0009";"1"
"C695";"Foto Therapy 4 Jam Oleh Bidan";"-";"50000";"0";"0";"20000";"0";"0";"0";"70000";"0";"A38";"U0009";"1"
"C696";"Foto Therapy 4 Jam Oleh Perawat";"-";"50000";"0";"0";"20000";"0";"0";"0";"70000";"0";"A38";"U0009";"1"
"C697";"Foto Therapy 5 Jam Oleh Bidan";"-";"62500";"0";"0";"25000";"0";"0";"0";"87500";"0";"A38";"U0009";"1"
"C698";"Foto Therapy 5 Jam Oleh Perawat";"-";"62500";"0";"0";"25000";"0";"0";"0";"87500";"0";"A38";"U0009";"1"
"C699";"Foto Therapy 6 Jam Oleh Bidan";"-";"75000";"0";"0";"30000";"0";"0";"0";"105000";"0";"A38";"U0009";"1"
"C700";"Foto Therapy 6 Jam Oleh Perawat";"-";"75000";"0";"0";"30000";"0";"0";"0";"105000";"0";"A38";"U0009";"1"
"C701";"Foto Therapy 7 Jam Oleh Bidan";"-";"87500";"0";"0";"35000";"0";"0";"0";"122500";"0";"A38";"U0009";"1"
"C702";"Foto Therapy 7 Jam Oleh Perawat";"-";"87500";"0";"0";"35000";"0";"0";"0";"122500";"0";"A38";"U0009";"1"
"C703";"Foto Therapy 8 Jam Oleh Bidan";"-";"100000";"0";"0";"40000";"0";"0";"0";"140000";"0";"A38";"U0009";"1"
"C704";"Foto Therapy 8 Jam Oleh Perawat";"-";"100000";"0";"0";"40000";"0";"0";"0";"140000";"0";"A38";"U0009";"1"
"C705";"Foto Therapy 9 Jam Oleh Bidan";"-";"112500";"0";"0";"45000";"0";"0";"0";"157500";"0";"A38";"U0009";"1"
"C706";"Foto Therapy 9 Jam Oleh Perawat";"-";"112500";"0";"0";"45000";"0";"0";"0";"157500";"0";"A38";"U0009";"1"
"C707";"Foto Therapy 10 Jam Oleh Bidan";"-";"125000";"0";"0";"50000";"0";"0";"0";"175000";"0";"A38";"U0009";"1"
"C708";"Foto Therapy 10 Jam Oleh Perawat";"-";"125000";"0";"0";"50000";"0";"0";"0";"175000";"0";"A38";"U0009";"1"
"C709";"Bagging 5 mnt Oleh Bidan";"-";"2000";"0";"0";"5000";"0";"0";"0";"7000";"0";"A38";"U0009";"1"
"C710";"Bagging 5 mnt Oleh Perawat";"-";"2000";"0";"0";"5000";"0";"0";"0";"7000";"0";"A38";"U0009";"1"
"C711";"Bagging 10 mnt Oleh Bidan";"-";"4000";"0";"0";"10000";"0";"0";"0";"14000";"0";"A38";"U0009";"1"
"C712";"Bagging 10 mnt Oleh Perawat";"-";"4000";"0";"0";"10000";"0";"0";"0";"14000";"0";"A38";"U0009";"1"
"C713";"Bagging 15 mnt Oleh Bidan";"-";"6000";"0";"0";"15000";"0";"0";"0";"21000";"0";"A38";"U0009";"1"
"C714";"Bagging 15 mnt Oleh Perawat";"-";"6000";"0";"0";"15000";"0";"0";"0";"21000";"0";"A38";"U0009";"1"
"C715";"Bagging 20 mnt Oleh Bidan";"-";"8000";"0";"0";"20000";"0";"0";"0";"28000";"0";"A38";"U0009";"1"
"C716";"Bagging 20 mnt Oleh Perawat";"-";"8000";"0";"0";"20000";"0";"0";"0";"28000";"0";"A38";"U0009";"1"
"C717";"Bagging 25 mnt Oleh Bidan";"-";"10000";"0";"0";"25000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C718";"Bagging 25 mnt Oleh Perawat";"-";"10000";"0";"0";"25000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C719";"Bagging 30 mnt Oleh Bidan";"-";"12000";"0";"0";"30000";"0";"0";"0";"42000";"0";"A38";"U0009";"1"
"C720";"Bagging 30 mnt Oleh Perawat";"-";"12000";"0";"0";"30000";"0";"0";"0";"42000";"0";"A38";"U0009";"1"
"C721";"Bagging 35 mnt Oleh Bidan";"-";"14000";"0";"0";"35000";"0";"0";"0";"49000";"0";"A38";"U0009";"1"
"C722";"Bagging 35 mnt Oleh Perawat";"-";"14000";"0";"0";"35000";"0";"0";"0";"49000";"0";"A38";"U0009";"1"
"C723";"Bagging 40 mnt Oleh Bidan";"-";"16000";"0";"0";"40000";"0";"0";"0";"56000";"0";"A38";"U0009";"1"
"C724";"Bagging 40 mnt Oleh Perawat";"-";"16000";"0";"0";"40000";"0";"0";"0";"56000";"0";"A38";"U0009";"1"
"C725";"Bagging 45 mnt Oleh Bidan";"-";"18000";"0";"0";"45000";"0";"0";"0";"63000";"0";"A38";"U0009";"1"
"C726";"Bagging 45 mnt Oleh Perawat";"-";"18000";"0";"0";"45000";"0";"0";"0";"63000";"0";"A38";"U0009";"1"
"C727";"Bagging 50 mnt Oleh Bidan";"-";"20000";"0";"0";"50000";"0";"0";"0";"70000";"0";"A38";"U0009";"1"
"C728";"Bagging 50 mnt Oleh Perawat";"-";"20000";"0";"0";"50000";"0";"0";"0";"70000";"0";"A38";"U0009";"1"
"C729";"Bagging 55 mnt Oleh Bidan";"-";"22000";"0";"0";"55000";"0";"0";"0";"77000";"0";"A38";"U0009";"1"
"C730";"Bagging 55 mnt Oleh Perawat";"-";"22000";"0";"0";"55000";"0";"0";"0";"77000";"0";"A38";"U0009";"1"
"C731";"Bagging 1 jam Oleh Bidan";"-";"24000";"0";"0";"60000";"0";"0";"0";"84000";"0";"A38";"U0009";"1"
"C732";"Bagging 1 jam Oleh Perawat";"-";"24000";"0";"0";"60000";"0";"0";"0";"84000";"0";"A38";"U0009";"1"
"C733";"Bagging 2 jam Oleh Bidan";"-";"48000";"0";"0";"120000";"0";"0";"0";"168000";"0";"A38";"U0009";"1"
"C734";"Bagging 2 jam Oleh Perawat";"-";"48000";"0";"0";"120000";"0";"0";"0";"168000";"0";"A38";"U0009";"1"
"C735";"Bagging 3 jam Oleh Bidan";"-";"72000";"0";"0";"180000";"0";"0";"0";"252000";"0";"A38";"U0009";"1"
"C736";"Bagging 3 jam Oleh Perawat";"-";"72000";"0";"0";"180000";"0";"0";"0";"252000";"0";"A38";"U0009";"1"
"C737";"Bagging 4 jam Oleh Bidan";"-";"96000";"0";"0";"240000";"0";"0";"0";"336000";"0";"A38";"U0009";"1"
"C738";"Bagging 4 jam Oleh Perawat";"-";"96000";"0";"0";"240000";"0";"0";"0";"336000";"0";"A38";"U0009";"1"
"C739";"Bagging 5 jam Oleh Bidan";"-";"120000";"0";"0";"300000";"0";"0";"0";"420000";"0";"A38";"U0009";"1"
"C740";"Bagging 5 jam Oleh Perawat";"-";"120000";"0";"0";"300000";"0";"0";"0";"420000";"0";"A38";"U0009";"1"
"C741";"Bagging 6 jam Oleh Bidan";"-";"144000";"0";"0";"360000";"0";"0";"0";"504000";"0";"A38";"U0009";"1"
"C742";"Bagging 6 jam Oleh Perawat";"-";"144000";"0";"0";"360000";"0";"0";"0";"504000";"0";"A38";"U0009";"1"
"C743";"Bagging 7 jam Oleh Bidan";"-";"168000";"0";"0";"420000";"0";"0";"0";"588000";"0";"A38";"U0009";"1"
"C744";"Bagging 7 jam Oleh Perawat";"-";"168000";"0";"0";"420000";"0";"0";"0";"588000";"0";"A38";"U0009";"1"
"C745";"Bagging 8 jam Oleh Bidan";"-";"192000";"0";"0";"480000";"0";"0";"0";"672000";"0";"A38";"U0009";"1"
"C746";"Bagging 8 jam Oleh Perawat";"-";"192000";"0";"0";"480000";"0";"0";"0";"672000";"0";"A38";"U0009";"1"
"C747";"Bagging 9 jam Oleh Bidan";"-";"216000";"0";"0";"540000";"0";"0";"0";"756000";"0";"A38";"U0009";"1"
"C748";"Bagging 9 jam Oleh Perawat";"-";"216000";"0";"0";"540000";"0";"0";"0";"756000";"0";"A38";"U0009";"1"
"C749";"Bagging 10 jam Oleh Bidan";"-";"240000";"0";"0";"600000";"0";"0";"0";"840000";"0";"A38";"U0009";"1"
"C750";"Bagging 10 jam Oleh Perawat";"-";"240000";"0";"0";"600000";"0";"0";"0";"840000";"0";"A38";"U0009";"1"
"C800";"Heacting 6 Jahitan";"RJU";"0";"0";"80000";"0";"0";"0";"80000";"0";"0";"-";"IGDK";"1"
"CN.001";"Tindakan Uji Coba";"-";"21000";"0";"20000";"17500";"0";"0";"41000";"38500";"58500";"A38";"U0009";"1"
"D005";"Periksa Poliklinik Penyakit Dalam";"KP012";"40000";"0";"110000";"0";"0";"0";"150000";"40000";"150000";"-";"INT";"1"
"E001";"Visit Kelas VIP Oleh Dokter Umum";"-";"20000";"0";"30000";"0";"0";"0";"50000";"0";"0";"A38";"U0009";"1"
"E002";"Visit Kelas I Oleh Dokter Umum";"-";"15000";"0";"20000";"0";"0";"0";"35000";"0";"0";"A38";"U0009";"1"
"E003";"Visit Kelas II Oleh Dokter Umum";"-";"10000";"0";"15000";"0";"0";"0";"25000";"0";"0";"A38";"U0009";"1"
"E004";"Visit Kelas III Oleh Dokter Umum";"-";"7500";"0";"7500";"0";"0";"0";"15000";"0";"0";"A38";"U0009";"1"
"E005";"Visit HCU Oleh Dokter Umum";"-";"20000";"0";"30000";"0";"0";"0";"50000";"0";"0";"A38";"U0009";"1"
"E006";"Visit Ruang Bersalin Oleh Dokter Umum";"-";"15000";"0";"20000";"0";"0";"0";"35000";"0";"0";"A38";"U0009";"1"
"E007";"Visit Perinatal Oleh Dokter Umum";"-";"20000";"0";"20000";"0";"0";"0";"40000";"0";"0";"A38";"U0009";"1"
"E008";"Visit Ruang Isolasi Kelas III Oleh Dokter Umum";"-";"15000";"0";"25000";"0";"0";"0";"40000";"0";"0";"A38";"U0009";"1"
"E009";"Visit Pengawasan Pasien dan Kegawatan Semua Kelas (diluar tindakan)";"-";"2500";"0";"15000";"0";"0";"0";"17500";"0";"0";"A38";"U0009";"1"
"F001";"Visit Kelas VIP Oleh Dokter Spesialis ";"-";"35000";"0";"125000";"0";"0";"0";"160000";"0";"0";"A38";"U0009";"1"
"F002";"Visit Kelas I Oleh Dokter Spesialis ";"-";"30000";"0";"100000";"0";"0";"0";"130000";"0";"0";"A38";"U0009";"1"
"F003";"Visit Kelas II Oleh Dokter Spesialis";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"F004";"Visit Kelas III Oleh Dokter Spesialis";"-";"20000";"0";"50000";"0";"0";"0";"70000";"0";"0";"A38";"U0009";"1"
"F005";"Visit HCU Oleh Dokter Spesialis";"-";"25000";"0";"150000";"0";"0";"0";"175000";"0";"0";"A38";"U0009";"1"
"F006";"Visit Ruang Bersalin Oleh Dokter Spesialis";"-";"35000";"0";"125000";"0";"0";"0";"160000";"0";"0";"A38";"U0009";"1"
"F007";"Visit Perinatal Oleh Dokter Spesialis";"-";"35000";"0";"100000";"0";"0";"0";"135000";"0";"0";"A38";"U0009";"1"
"F008";"Visit Ruang Isolasi Kelas III Oleh Dokter Spesialis";"-";"25000";"0";"100000";"0";"0";"0";"125000";"0";"0";"A38";"U0009";"1"
"FEE.0001";"Free Konsultasi (Pemeriksaan/ Tanpa diikuti Perawatan)";"KP013";"40000";"0";"0";"0";"0";"0";"40000";"0";"0";"A09";"U0010";"1"
"G001";"Konsul Dokter Spesialis Kelas VIP";"-";"20000";"0";"50000";"0";"0";"0";"70000";"0";"0";"A38";"U0009";"1"
"G002";"Konsul Dokter Spesialis Kelas I";"-";"10000";"0";"35000";"0";"0";"0";"45000";"0";"0";"A38";"U0009";"1"
"G003";"Konsul Dokter Spesialis Kelas II";"-";"7500";"0";"30000";"0";"0";"0";"37500";"0";"0";"A38";"U0009";"1"
"G004";"Konsul Dokter Spesialis Kelas III";"-";"5000";"0";"25000";"0";"0";"0";"30000";"0";"0";"A38";"U0009";"1"
"G005";"Konsul Dokter Spesialis HCU";"-";"10000";"0";"50000";"0";"0";"0";"60000";"0";"0";"A38";"U0009";"1"
"G006";"Konsul Dokter Spesialis Ruang Bersalin";"-";"10000";"0";"50000";"0";"0";"0";"60000";"0";"0";"A38";"U0009";"1"
"G007";"Konsul Dokter Spesialis Ruang Perinatal";"-";"10000";"0";"50000";"0";"0";"0";"60000";"0";"0";"A38";"U0009";"1"
"G008";"Konsul Dokter Spesialis Ruang Isolasi Kelas III";"-";"7500";"0";"30000";"0";"0";"0";"37500";"0";"0";"A38";"U0009";"1"
"G009";"Konsul Dokter Spesialis Ruang Operasi ";"-";"25000";"0";"125000";"0";"0";"0";"150000";"0";"0";"A38";"U0009";"1"
"G1234";"Konsul Dokter Spesialis Ruang Perinatal (Gr)";"-";"10000";"0";"0";"0";"0";"0";"10000";"0";"0";"A38";"U0009";"1"
"H001";"Pendampingan Bayi Lahir Kelas VIP Oleh Dokter Spesialis Anak";"-";"85000";"0";"325000";"0";"0";"0";"410000";"0";"0";"A38";"U0009";"1"
"H002";"Pendampingan Bayi Lahir Kelas I Oleh Dokter Spesialis Anak";"-";"75000";"0";"300000";"0";"0";"0";"375000";"0";"0";"A38";"U0009";"1"
"H003";"Pendampingan Bayi Lahir Kelas II Oleh Dokter Spesialis Anak";"-";"65000";"0";"275000";"0";"0";"0";"340000";"0";"0";"A38";"U0009";"1"
"H004";"Pendampingan Bayi Lahir Kelas III Oleh Dokter Spesialis Anak";"-";"55000";"0";"250000";"0";"0";"0";"305000";"0";"0";"A38";"U0009";"1"
"I001";"Konsultasi dan Edukasi Gizi Poliklinik Gizi";"-";"25000";"0";"0";"50000";"0";"0";"0";"75000";"0";"A38";"U0009";"1"
"I002";"Visit Gizi Kelas I";"-";"15000";"0";"50000";"0";"0";"0";"65000";"0";"0";"A38";"U0009";"1"
"I003";"Visit Gizi Kelas II";"-";"15000";"0";"40000";"0";"0";"0";"55000";"0";"0";"A38";"U0009";"1"
"I004";"Visit Gizi Kelas III";"-";"15000";"0";"30000";"0";"0";"0";"45000";"0";"0";"A38";"U0009";"1"
"I005";"Visit Gizi Kelas VIP";"-";"15000";"0";"75000";"0";"0";"0";"90000";"0";"0";"A38";"U0009";"1"
"IGD.001";"aff Hecting 1 - 5 jahitan";"RJU";"36000";"0";"24000";"0";"0";"0";"60000";"36000";"0";"A09";"U0009";"1"
"IGD.002";"Hecting Luka 1 - 5 Jahitan";"RJU";"36000";"0";"24000";"0";"0";"0";"60000";"36000";"0";"A09";"U0009";"1"
"IGD.003";"Hecting Luka 6 - 15 jahitan";"RJU";"48000";"0";"32000";"0";"0";"0";"80000";"48000";"80000";"A09";"U0009";"1"
"IGD.004";"aff Hecting 6 - 15 jahitan";"RJU";"48000";"0";"32000";"0";"0";"0";"80000";"48000";"80000";"A09";"U0009";"1"
"J000349";"Cek Lab Hematologi Lengkap ";"RJU";"80000";"0";"0";"0";"0";"0";"80000";"80000";"0";"A09";"U0009";"1"
"J000350";"Cek Lab Hematologi Rutin";"RJU";"70000";"0";"0";"0";"0";"0";"70000";"70000";"0";"A09";"U0009";"1"
"J000351";"Cek Lab Urinalisa Reduksi";"RJU";"20300";"0";"0";"0";"0";"0";"20300";"20300";"0";"A09";"U0009";"1"
"J000352";"Widal";"RJU";"34000";"0";"0";"0";"0";"0";"34000";"34000";"0";"A09";"U0009";"1"
"J000353";"Periksa Poliklinik Umum / IGD";"RJU";"30000";"0";"30000";"0";"0";"0";"60000";"30000";"60000";"A09";"U0009";"1"
"J000354";"Cek Lab Hematologi Lengkap ";"K3";"80000";"0";"0";"0";"0";"0";"80000";"80000";"0";"A09";"U0009";"1"
"J000355";"Cek Lab Hematologi Lengkap ";"K2";"80000";"0";"0";"0";"0";"0";"80000";"80000";"0";"A09";"U0009";"1"
"J000356";"Cek Lab Hematologi lengkap ";"K1";"82000";"0";"0";"0";"0";"0";"82000";"82000";"0";"A09";"U0009";"1"
"J000357";"Cek Lab Hematologi Lengkap ";"KVIP";"84000";"0";"0";"0";"0";"0";"84000";"84000";"0";"A09";"U0009";"1"
"J000358";"Cek Lab Hematologi lengkap";"KVVIP";"86000";"0";"0";"0";"0";"0";"86000";"86000";"0";"A09";"U0009";"1"
"J000363";"Cek Lab Hematologi Lengkap";"PK3";"88000";"0";"0";"0";"0";"0";"88000";"88000";"0";"A09";"U0009";"1"
"J000364";"Cek Lab Hematologi Rutin";"K3";"70000";"0";"0";"0";"0";"0";"70000";"70000";"0";"A09";"U0009";"1"
"J000365";"Cek Lab Hematologi Rutin";"K2";"70000";"0";"0";"0";"0";"0";"70000";"70000";"0";"A09";"U0009";"1"
"J000366";"Cek Lab Hematologi Rutin";"K1";"71750";"0";"0";"0";"0";"0";"71750";"71750";"0";"A09";"U0009";"1"
"J000367";"Cek Lab Hematologi Rutin";"KVIP";"73500";"0";"0";"0";"0";"0";"73500";"73500";"0";"A09";"U0009";"1"
"J000368";"Cek Lab Hematologi Rutin";"KVVIP";"75250";"0";"0";"0";"0";"0";"75250";"75250";"0";"A09";"U0009";"1"
"J000369";"Cek Lab Hematologi Rutin";"PK3";"77000";"0";"0";"0";"0";"0";"77000";"77000";"0";"A09";"U0009";"1"
"J000370";"Cek Lab Hematologi Gol Darah";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000371";"Cek Lab Hematologi Gol Darah";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000372";"Cek Lab Hematologi Gol Darah";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000373";"Cek Lab Hematologi Gol Darah";"KVIP";"25250";"0";"0";"0";"0";"0";"25250";"25250";"0";"A09";"U0009";"1"
"J000374";"Cek Lab Hematologi Gol Darah";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000375";"Cek Lab Hematologi Gol Darah";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000376";"Cek Lab Hematologi CT";"K3";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000377";"Cek Lab Hematologi CT";"K2";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000378";"Cek Lab Hematologi CT";"K1";"10250";"0";"0";"0";"0";"0";"10250";"10250";"0";"A09";"U0009";"1"
"J000379";"Cek Lab Hematologi CT";"KVIP";"10500";"0";"0";"0";"0";"0";"10500";"10500";"0";"A09";"U0009";"1"
"J000380";"Cek Lab Hematologi CT";"KVVIP";"10750";"0";"0";"0";"0";"0";"10750";"10750";"0";"A09";"U0009";"1"
"J000381";"Cek Lab Hematologi CT";"PK3";"11000";"0";"0";"0";"0";"0";"11000";"11000";"0";"A09";"U0009";"1"
"J000382";"Cek Lab Hematologi BT";"K3";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000383";"Cek Lab Hematologi BT";"K2";"10000";"0";"0";"0";"0";"0";"10000";"10000";"0";"A09";"U0009";"1"
"J000384";"Cek Lab Hematologi BT";"K1";"10250";"0";"0";"0";"0";"0";"10250";"10250";"0";"A09";"U0009";"1"
"J000385";"Cek Lab Hematologi BT";"KVIP";"10500";"0";"0";"0";"0";"0";"10500";"10500";"0";"A09";"U0009";"1"
"J000386";"Cek Lab Hematologi BT";"KVVIP";"10750";"0";"0";"0";"0";"0";"10750";"10750";"0";"A09";"U0009";"1"
"J000387";"Cek Lab Hematologi BT";"PK3";"11000";"0";"0";"0";"0";"0";"11000";"11000";"0";"A09";"U0009";"1"
"J000388";"Morfologi Darah Tepi";"K3";"75000";"0";"0";"0";"0";"0";"75000";"75000";"0";"A09";"U0009";"1"
"J000389";"Morfologi Darah Tepi";"K2";"75000";"0";"0";"0";"0";"0";"75000";"75000";"0";"A09";"U0009";"1"
"J000390";"Morfologi Darah Tepi";"K1";"76875";"0";"0";"0";"0";"0";"76875";"76875";"0";"A09";"U0009";"1"
"J000391";"Morfologi Darah Tepi";"KVIP";"78750";"0";"0";"0";"0";"0";"78750";"78750";"0";"A09";"U0009";"1"
"J000392";"Morfologi Darah Tepi";"KVVIP";"80625";"0";"0";"0";"0";"0";"80625";"80625";"0";"A09";"U0009";"1"
"J000393";"Morfologi Darah Tepi";"PK3";"82500";"0";"0";"0";"0";"0";"82500";"82500";"0";"A09";"U0009";"1"
"J000394";"Sendiaan darah Tebal Malaria";"K3";"20000";"0";"0";"0";"0";"0";"20000";"20000";"0";"A09";"U0009";"1"
"J000395";"Sendiaan darah Tebal Malaria";"K2";"20000";"0";"0";"0";"0";"0";"20000";"20000";"0";"A09";"U0009";"1"
"J000396";"Sendiaan darah Tebal Malaria";"K1";"20500";"0";"0";"0";"0";"0";"20500";"20500";"0";"A09";"U0009";"1"
"J000397";"Sendiaan darah Tebal Malaria";"KVIP";"21000";"0";"0";"0";"0";"0";"21000";"21000";"0";"A09";"U0009";"1"
"J000398";"Sendiaan darah Tebal Malaria";"KVVIP";"21500";"0";"0";"0";"0";"0";"21500";"21500";"0";"A09";"U0009";"1"
"J000399";"Sendiaan darah Tebal Malaria";"PK3";"22000";"0";"0";"0";"0";"0";"22000";"22000";"0";"A09";"U0009";"1"
"J000400";"Urin Rutin";"K3";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000401";"Urin Rutin";"K2";"15000";"0";"0";"0";"0";"0";"15000";"15000";"0";"A09";"U0009";"1"
"J000402";"Urin Rutin";"K1";"15375";"0";"0";"0";"0";"0";"15375";"15375";"0";"A09";"U0009";"1"
"J000403";"Urin Rutin";"KVIP";"15750";"0";"0";"0";"0";"0";"15750";"15750";"0";"A09";"U0009";"1"
"J000404";"Urin Rutin";"KVVIP";"16125";"0";"0";"0";"0";"0";"16125";"16125";"0";"A09";"U0009";"1"
"J000405";"Urin Rutin";"PK3";"16500";"0";"0";"0";"0";"0";"16500";"16500";"0";"A09";"U0009";"1"
"J000406";"Urin Lengkap";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000407";"Urin Lengkap";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000408";"Urin Lengkap";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000409";"Urin Lengkap";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000410";"Urin Lengkap";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000411";"Urin Lengkap";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000412";"Test Kehamilan";"K3";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000413";"Test Kehamilan";"K2";"25000";"0";"0";"0";"0";"0";"25000";"25000";"0";"A09";"U0009";"1"
"J000414";"Test Kehamilan";"K1";"25625";"0";"0";"0";"0";"0";"25625";"25625";"0";"A09";"U0009";"1"
"J000415";"Test Kehamilan";"KVIP";"26250";"0";"0";"0";"0";"0";"26250";"26250";"0";"A09";"U0009";"1"
"J000416";"Test Kehamilan";"KVVIP";"26875";"0";"0";"0";"0";"0";"26875";"26875";"0";"A09";"U0009";"1"
"J000417";"Test Kehamilan";"PK3";"27500";"0";"0";"0";"0";"0";"27500";"27500";"0";"A09";"U0009";"1"
"J000418";"SGOT/AST";"K3";"18000";"0";"0";"0";"0";"0";"18000";"18000";"0";"A09";"U0009";"1"
"J000419";"SGOT/AST";"K2";"18000";"0";"0";"0";"0";"0";"18000";"18000";"0";"A09";"U0009";"1"
"J000420";"SGOT/AST";"K1";"18450";"0";"0";"0";"0";"0";"18450";"18450";"0";"A09";"U0009";"1"
"J000421";"SGOT/AST";"KVIP";"18900";"0";"0";"0";"0";"0";"18900";"18900";"0";"A09";"U0009";"1"
"J000422";"SGOT/AST";"KVVIP";"19350";"0";"0";"0";"0";"0";"19350";"19350";"0";"A09";"U0009";"1"
"J000423";"SGOT/AST";"PK3";"19800";"0";"0";"0";"0";"0";"19800";"19800";"0";"A09";"U0009";"1"
"J000424";"SGPT/ALT";"K3";"18000";"0";"0";"0";"0";"0";"18000";"18000";"0";"A09";"U0009";"1"
"J000425";"SGPT/ALT";"K2";"18000";"0";"0";"0";"0";"0";"18000";"18000";"0";"A09";"U0009";"1"
"J000426";"SGPT/ALT";"K1";"18450";"0";"0";"0";"0";"0";"18450";"18450";"0";"A09";"U0009";"1"
